wban,date,year,mo,da,temp,dewp,slp,stp,visib,wdsp,mxpsd,gust,max,min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder
94728,2014-02-12,2014,02,12,18.9,2.7,1032.4,1027.3,10,5.0,8.9,14,26.1,12.9,0,G,9.8,0,0,0,0,0
94728,2014-02-13,2014,02,13,29.9,24.8,1014.2,1007.6,3.6,10.6,19.0,33,36,12.9,0.25,G,9.8,1,1,1,0,0
94728,2014-02-14,2014,02,14,35.5,26.4,993.7,986.6,6.3,9.3,18.1,26,39.9,24.1,1.83,G,11.8,1,1,1,0,0
94728,2014-02-15,2014,02,15,35.6,23.9,1006.5,1001.1,7,6.5,14.0,22,39.9,30.9,0.3,G,18.1,1,0,1,0,0
94728,2014-02-16,2014,02,16,26.6,11.6,1011.2,1005.5,9.1,8.3,13.0,24.1,37,21,0.13,G,18.1,0,0,1,0,0
94728,2014-02-17,2014,02,17,23.7,3.1,1024.2,1019.1,10,5.5,11.1,18.1,32,18,0,G,18.1,0,0,0,0,0
94728,2014-02-18,2014,02,18,32,18.5,1020.7,1015.6,7.1,4.2,8.9,18.1,39,26.1,0.07,G,16.9,1,0,1,0,0
94728,2014-02-19,2014,02,19,38.4,28.2,1014.5,1008.5,6.8,3.9,8.9,17.1,45,26.1,0.09,G,18.1,0,1,0,0,0
94728,2014-02-20,2014,02,20,42.8,26.6,1019.7,1014.8,9.5,4.7,8.9,18.1,50,37.9,0.26,G,16.9,0,0,0,0,0
94728,2014-02-21,2014,02,21,39.4,36.3,1011.7,1007.7,2.9,6.3,14.0,28,48.2,35.6,0.03,G,15,1,1,0,0,0
94728,2014-02-22,2014,02,22,46,25.8,1014.5,1009.6,10,5.8,11.1,19,54,41,0.09,G,13,0,0,0,0,0
94728,2014-02-23,2014,02,23,48.6,26,1014.8,1009.9,10,4.1,6.0,17.1,54,39.9,0,G,9.8,0,0,0,0,0
94728,2014-02-24,2014,02,24,39.1,17,1011.6,1006.7,10,7.6,13.0,22.9,54,32,0,G,9.1,0,0,0,0,0
94728,2014-02-25,2014,02,25,28.2,9,1016.7,1011.7,10,7.3,14.0,22,44.1,24.1,0,G,5.9,0,0,0,0,0
94728,2014-02-26,2014,02,26,27.4,9.3,1012.7,1007.7,8.9,5.0,14.0,22,33.1,24.1,0,G,5.9,0,0,1,0,0
94728,2014-02-27,2014,02,27,24.6,1.3,1007.8,1002.8,9.7,5.7,12.0,34,34,19.9,0.03,G,5.9,0,0,0,0,0
94728,2014-02-28,2014,02,28,16.5,-8,1024.3,1019.2,10,6.1,14.0,24.1,34,9,0,G,5.9,0,0,0,0,0
94728,2014-03-01,2014,03,01,27.2,5.8,1027.7,1022.6,10,3.4,7.0,14,37,9,0,G,5.9,0,0,0,0,0
94728,2014-03-02,2014,03,02,36.9,17.9,1018.5,1013.6,9.8,3.4,8.0,999.9,39.9,35.1,0,G,5.9,0,0,0,0,0
94728,2014-03-03,2014,03,03,25.3,7.2,1019.9,1014.6,8.7,5.7,12.0,20,39.9,19,0.04,G,5.1,0,0,1,0,0
94728,2014-03-04,2014,03,04,20.1,-0.1,1027.2,1022.1,10,4.4,8.0,999.9,32,12.9,0,I,5.1,0,0,0,0,0
94728,2014-03-05,2014,03,05,31.3,6,1024.3,1019.3,10,3.2,8.9,14,37,28,0,G,5.1,0,0,0,0,0
94728,2014-03-06,2014,03,06,24.5,4.1,1033.6,1028.5,10,8.1,11.1,19,39,16,0,G,3.9,0,0,0,0,0
94728,2014-03-07,2014,03,07,30.2,17.9,1026.9,1021.3,10,6.8,11.1,19,37,16,0,G,3.9,0,0,0,0,0
94728,2014-03-08,2014,03,08,42.8,26.9,1011.4,1006.4,10,5.1,11.1,20,57,26.1,0,G,3.9,0,0,0,0,0
94728,2014-03-09,2014,03,09,41.4,18.9,1013.9,1009,9.6,5.6,9.9,18.1,57,35.1,0,G,3.1,0,0,0,0,0
94728,2014-03-10,2014,03,10,42.3,18.9,1009.9,1005,9.7,4.7,9.9,24.1,51.1,35.6,0,G,2,0,0,1,0,0
94728,2014-03-11,2014,03,11,53.6,30.9,1002.9,998.1,9.9,4.6,8.0,15.9,64.9,36,0,G,1.2,0,0,0,0,0
94728,2014-03-12,2014,03,12,52.5,38.4,997.5,992.2,7.9,3.3,7.0,17.1,66,45,0,G,999.9,0,1,0,0,0
94728,2014-03-13,2014,03,13,28.7,11.7,1000.8,992.2,9.1,11.0,17.1,31.1,55.9,18,0.35,G,999.9,0,1,0,0,0
94728,2014-03-14,2014,03,14,30.5,5.2,1019.6,1014.6,10,6.1,13.0,26,46,18,0,G,999.9,0,0,0,0,0
94728,2014-03-15,2014,03,15,49.9,24.2,1010,1005.1,10,6.6,13.0,26,57.9,41,0,G,999.9,0,0,0,0,0
94728,2014-03-16,2014,03,16,37,10.4,1019.5,1014.6,10,7.3,15.0,24.1,57.9,30,0,G,999.9,0,0,0,0,0
94728,2014-03-17,2014,03,17,28.9,2.5,1019,1014,10,7.5,12.0,20,42.1,23,0,G,999.9,0,0,0,0,0
94728,2014-03-18,2014,03,18,33.9,7.3,1022.9,1017.8,10,5.7,12.0,19,43,23,0,G,999.9,0,0,0,0,0
94728,2014-03-19,2014,03,19,36.9,27.1,1023.5,1018.3,9.4,6.2,9.9,17.1,44.1,28,0,G,999.9,0,1,0,0,0
94728,2014-03-20,2014,03,20,45.6,34.5,1008.2,1003.8,6.6,6.6,14.0,24.1,54,32,0.92,G,999.9,0,1,0,0,0
94728,2014-03-21,2014,03,21,44.1,18.4,1014,1009,10,8.2,12.0,22,54,39,0,G,999.9,0,0,0,0,0
94728,2014-03-22,2014,03,22,49.9,25.2,1012.5,1007.5,10,5.6,11.1,22,63,39,0,G,999.9,0,0,0,0,0
94728,2014-03-23,2014,03,23,40.9,17.7,1016.2,1011.3,10,5.8,9.9,20,63,35.1,0,G,999.9,0,0,0,0,0
94728,2014-03-24,2014,03,24,28,2.8,1021.4,1016.3,10,6.3,9.9,18.1,42.1,21,0,G,999.9,0,0,0,0,0
94728,2014-03-25,2014,03,25,32.4,7.4,1018.7,1013.7,10,4.1,9.9,15.9,39,21,0,G,999.9,0,0,0,0,0
94728,2014-03-26,2014,03,26,33.1,9.4,1011.4,1006.4,10,10.4,18.1,28.9,39,26.1,0,G,999.9,0,0,0,0,0
94728,2014-03-27,2014,03,27,30.5,6.5,1026.3,1021.3,10,6.7,15.9,26,44.1,21.9,0,G,999.9,0,0,0,0,0
94728,2014-03-28,2014,03,28,48,33.7,1019.9,1014.9,9.6,5.1,9.9,19,61,37.9,0,G,999.9,0,1,0,0,0
94728,2014-03-29,2014,03,29,50.7,42.9,1018.8,1013.7,7.5,6.6,15.0,21,62.1,37,0.04,G,999.9,0,1,0,0,0
94728,2014-03-30,2014,03,30,45.3,41.9,1001,997,5.6,9.6,20.0,29.9,59,42.1,2.01,G,999.9,0,1,0,0,0
94728,2014-03-31,2014,03,31,43.5,32.6,1009.7,1004.8,9.5,8.2,12.0,25.1,55.9,36,0.3,G,999.9,0,1,1,0,0
94728,2014-04-01,2014,04,01,46.8,26.9,1018.2,1013.3,10,5.0,9.9,18.1,60.1,36,0.01,G,999.9,0,0,0,0,0
94728,2014-04-02,2014,04,02,47.3,35.6,1018.6,1013.7,9.8,1.9,5.1,999.9,60.1,39,0,G,999.9,0,0,0,0,0
94728,2014-04-03,2014,04,03,53.6,30.8,1018.4,1013.5,10,3.0,6.0,999.9,66.9,42.1,0,G,999.9,0,0,0,0,0
94728,2014-04-04,2014,04,04,44.4,35.3,1016.9,1011.5,8,6.5,12.0,18.1,54,39.9,0.1,G,999.9,0,1,0,0,0
94728,2014-04-05,2014,04,05,45.8,32.8,1009.7,1004.8,8.1,7.9,15.0,31.1,53.1,39.2,0.18,G,999.9,0,1,0,0,0
94728,2014-04-06,2014,04,06,45.3,19.9,1020.4,1015.4,10,4.3,9.9,21,61,36,0,G,999.9,0,0,0,0,0
94728,2014-04-07,2014,04,07,47.2,31.4,1021.2,1015.4,7.8,4.4,9.9,15.9,61,36,0,G,999.9,0,1,0,0,0
94728,2014-04-08,2014,04,08,52.6,44.1,1000.6,995.7,4.7,5.6,12.0,22.9,64,43,0.86,G,999.9,1,1,0,0,0
94728,2014-04-09,2014,04,09,52.2,28.7,1005.7,1000.9,10,6.6,13.0,21,64,45,0.34,G,999.9,0,0,0,0,0
94728,2014-04-10,2014,04,10,50.5,19.3,1019.3,1014.3,10,5.8,14.0,20,61,42.1,0,G,999.9,0,0,0,0,0
94728,2014-04-11,2014,04,11,62.1,37.1,1015.6,1010.7,10,5.7,9.9,17.1,75,42.1,0,G,999.9,0,0,0,0,0
94728,2014-04-12,2014,04,12,60.4,39.7,1020.2,1015.3,10,3.6,8.9,17.1,75,50,0,G,999.9,0,0,0,0,0
94728,2014-04-13,2014,04,13,63,42.1,1020,1015.2,9.8,4.7,8.9,18.1,77,50,0,G,999.9,0,0,0,0,0
94728,2014-04-14,2014,04,14,67.3,52.2,1014.7,1009.9,10,6.4,11.1,26,77,54,0,G,999.9,0,0,0,0,0
94728,2014-04-15,2014,04,15,58.5,53.5,1006.6,1001.7,7.6,6.9,14.0,24.1,75,44.1,0.07,G,999.9,0,1,0,0,0
94728,2014-04-16,2014,04,16,38.8,22,1023.9,1016.4,8.5,7.3,15.0,26,63,30.9,0.69,G,999.9,0,1,1,0,0
94728,2014-04-17,2014,04,17,41.6,21.3,1037.7,1032.7,10,7.2,11.1,19,48.9,30.9,0.05,G,999.9,0,0,0,0,0
94728,2014-04-18,2014,04,18,41.4,28.1,1032.9,1027.9,10,5.1,8.9,15,48.9,36,0,G,999.9,0,0,0,0,0
94728,2014-04-19,2014,04,19,52.6,28.3,1024.4,1019.5,10,3.7,8.0,15,68,35.1,0,G,999.9,0,0,0,0,0
94728,2014-04-20,2014,04,20,52.1,26.1,1030,1025.1,10,6.6,11.1,18.1,68,41,0,G,999.9,0,0,0,0,0
94728,2014-04-21,2014,04,21,52,27.4,1021.8,1016.8,10,3.6,8.0,999.9,66.9,41,0,G,999.9,0,0,0,0,0
94728,2014-04-22,2014,04,22,59,44.3,1006.2,1001.4,9.9,4.3,8.9,17.1,71.1,41,0,G,999.9,0,1,0,0,0
94728,2014-04-23,2014,04,23,55.7,38.4,1001.6,996.7,9.9,6.6,13.0,26,71.1,48,0.01,G,999.9,0,0,0,0,0
94728,2014-04-24,2014,04,24,50.5,18.2,1011.5,1006.6,10,8.1,13.0,26,62.1,42.1,0,G,999.9,0,0,0,0,0
94728,2014-04-25,2014,04,25,52.6,19.4,1015.2,1010.3,10,4.2,8.0,18.1,63,44.1,0,G,999.9,0,0,0,0,0
94728,2014-04-26,2014,04,26,53,42,1008.2,1003,8.5,5.0,9.9,18.1,66.9,44.1,0.89,G,999.9,0,1,0,0,0
94728,2014-04-27,2014,04,27,51.9,34.6,1014.3,1009.1,9.6,5.2,8.0,17.1,66.9,46,0.05,G,999.9,0,1,0,0,0
94728,2014-04-28,2014,04,28,54.5,32.5,1018.5,1013.6,10,3.6,8.9,999.9,66.9,45,0,G,999.9,0,0,0,0,0
94728,2014-04-29,2014,04,29,49.7,36.8,1025,1020,10,7.1,12.0,20,66.9,45,0,G,999.9,0,1,0,0,0
94728,2014-04-30,2014,04,30,44.2,40.6,1027.5,1021.5,4.1,7.7,13.0,22.9,52,41,0.59,G,999.9,0,1,0,0,0
94728,2014-05-01,2014,05,01,61.1,52.4,1006.9,1005.7,4.7,4.6,8.0,15.9,78.1,41,4.53,G,999.9,1,1,0,0,0
94728,2014-05-02,2014,05,02,63.4,41.8,1007.3,1002.5,10,3.7,8.9,19,78.1,51.1,0.12,G,999.9,0,0,0,0,0
94728,2014-05-03,2014,05,03,61.3,36.6,1010,1005.2,9.8,3.6,7.0,15,70,54,0,G,999.9,0,1,0,0,0
94728,2014-05-04,2014,05,04,57.6,41,1006.8,1002.2,9.7,5.1,13.0,22.9,71.1,54,0.08,G,999.9,0,1,0,0,0
94728,2014-05-05,2014,05,05,58.4,29.7,1010.2,1005.4,10,7.2,13.0,22.9,70,50,0.02,G,999.9,0,0,0,0,0
94728,2014-05-06,2014,05,06,60.3,28,1012.8,1008,10,3.4,8.0,19,71.1,50,0,G,999.9,0,0,0,0,0
94728,2014-05-07,2014,05,07,59.1,28.5,1021,1016.2,10,3.2,8.9,17.1,71.1,50,0,G,999.9,0,0,0,0,0
94728,2014-05-08,2014,05,08,55.9,48.7,1021.1,1016.4,5.2,3.7,7.0,999.9,69.1,50,0.34,G,999.9,0,1,0,0,0
94728,2014-05-09,2014,05,09,58,54.6,1020.5,1015.8,3.5,2.9,8.0,14,63,53.1,0.11,G,999.9,0,1,0,0,0
94728,2014-05-10,2014,05,10,65.6,60.2,1012.9,1008.7,3.9,3.3,8.0,24.1,82.9,55,0.04,G,999.9,1,1,0,0,0
94728,2014-05-11,2014,05,11,70.1,46.3,1014.9,1010.1,9.6,4.0,8.9,15,82.9,57,0.4,G,999.9,0,1,0,0,0
94728,2014-05-12,2014,05,12,73.8,49.3,1018.4,1013.6,10,1.7,6.0,999.9,84.9,60.1,0.03,G,999.9,0,0,0,0,0
94728,2014-05-13,2014,05,13,68.5,49.5,1020.4,1015.6,9.6,5.0,14.0,24.1,84.9,60.1,0,G,999.9,0,0,0,0,0
94728,2014-05-14,2014,05,14,58.2,47.3,1025.2,1020.4,9.6,4.7,8.0,999.9,73,52,0,G,999.9,0,0,0,0,0
94728,2014-05-15,2014,05,15,63.1,59.5,1022.3,1017.6,4,4.4,8.9,15,71.1,52,0.12,G,999.9,0,1,0,0,0
94728,2014-05-16,2014,05,16,65.9,62.8,1015.2,1010.1,5.4,5.6,8.9,24.1,71.1,57.9,0.07,G,999.9,0,1,0,0,0
94728,2014-05-17,2014,05,17,61.6,48.2,1014.5,1009.1,8.7,5.3,8.0,18.1,70,53.1,1.51,G,999.9,0,1,0,0,0
94728,2014-05-18,2014,05,18,60,36.4,1020.5,1015.7,10,4.3,8.9,15.9,70,51.1,0,G,999.9,0,0,0,0,0
94728,2014-05-19,2014,05,19,60.3,32.4,1020.9,1016.1,10,4.3,11.1,15.9,72,48.9,0,G,999.9,0,0,0,0,0
94728,2014-05-20,2014,05,20,66.2,36.9,1018.3,1013.4,10,2.9,7.0,999.9,78.1,48.9,0,G,999.9,0,0,0,0,0
94728,2014-05-21,2014,05,21,69.5,45.3,1014.5,1009.7,10,2.7,7.0,999.9,78.1,53.1,0,G,999.9,0,0,0,0,0
94728,2014-05-22,2014,05,22,62.7,56.3,1011.1,1006.2,4.9,2.5,7.0,999.9,73.9,60.1,0.22,G,999.9,1,1,0,0,0
94728,2014-05-23,2014,05,23,62.2,56.5,1011.5,1006.5,5,3.1,8.0,17.1,71.1,59,0.02,G,999.9,0,1,0,0,0
94728,2014-05-24,2014,05,24,60.2,54.1,1015.5,1010.4,7.2,3.4,8.0,999.9,71.1,55.9,0.99,G,999.9,1,1,0,0,0
94728,2014-05-25,2014,05,25,65.8,51.1,1018.1,1013.3,8,2.0,6.0,999.9,80.1,55,0.32,G,999.9,0,0,0,0,0
94728,2014-05-26,2014,05,26,74.7,48,1016,1011.2,10,3.7,8.9,18.1,86,55,0,G,999.9,0,0,0,0,0
94728,2014-05-27,2014,05,27,78.3,55,1011,1006.3,9.9,3.4,8.9,19,86,66,0,G,999.9,0,0,0,0,0
94728,2014-05-28,2014,05,28,61.5,52.8,1013.2,1008.5,9.2,6.3,11.1,18.1,86,55,0,G,999.9,0,0,0,0,0
94728,2014-05-29,2014,05,29,56.3,43.4,1022.2,1017.5,10,4.8,9.9,15.9,66,51.1,0,G,999.9,0,0,0,0,0
94728,2014-05-30,2014,05,30,63.3,44.7,1018.8,1014,9.9,1.6,6.0,14,75,51.1,0,G,999.9,0,0,0,0,0
94728,2014-05-31,2014,05,31,64.2,48.7,1020.3,1015.4,10,5.5,11.1,22,75,55,0,G,999.9,0,1,0,0,0
94728,2014-06-01,2014,06,01,64.8,41.2,1026.4,1021.5,10,2.8,6.0,999.9,77,55,0.05,G,999.9,0,0,0,0,0
94728,2014-06-02,2014,06,02,69.7,45.4,1022.2,1017.3,10,3.9,6.0,15.9,80.1,55,0,G,999.9,0,0,0,0,0
94728,2014-06-03,2014,06,03,75.3,58.5,1014.3,1009.2,8.9,3.7,8.0,999.9,87.1,59,0,G,999.9,0,1,0,0,0
94728,2014-06-04,2014,06,04,70.8,62.3,1009.1,1004.7,6.3,2.7,8.9,14,87.1,63,0.12,G,999.9,0,0,0,0,0
94728,2014-06-05,2014,06,05,68.1,60,1006,1000.8,6.5,4.5,9.9,17.1,82,61,0.62,G,999.9,0,1,0,0,0
94728,2014-06-06,2014,06,06,67.7,47.9,1010.5,1005.7,10,4.2,8.0,999.9,75.9,61,0.25,G,999.9,0,0,0,0,0
94728,2014-06-07,2014,06,07,71,50.9,1014.5,1009.7,10,2.5,6.0,999.9,82,60.1,0,G,999.9,0,0,0,0,0
94728,2014-06-08,2014,06,08,75,53.9,1013.5,1008.8,10,2.1,8.0,999.9,86,60.1,0,G,999.9,0,0,0,0,0
94728,2014-06-09,2014,06,09,67.4,59.2,1013.2,1008.8,4.6,3.6,6.0,999.9,73.9,62.6,0.64,G,999.9,1,1,0,0,0
94728,2014-06-10,2014,06,10,69.5,64.5,1014,1009.2,5.4,3.4,7.0,999.9,77,63,0.96,G,999.9,0,0,0,0,0
94728,2014-06-11,2014,06,11,67,60.6,1017.8,1012.7,8.7,6.0,11.1,18.1,77,61,0.02,G,999.9,0,1,0,0,0
94728,2014-06-12,2014,06,12,64.7,59.5,1017.8,1012.6,6.6,4.6,8.0,999.9,72,60.1,0,I,999.9,0,0,0,0,0
94728,2014-06-13,2014,06,13,69.5,65.6,1010.1,1005.8,4.1,3.4,6.0,999.9,79,60.1,0.21,G,999.9,1,1,0,0,0
94728,2014-06-14,2014,06,14,69,59.3,1011.6,1006.1,7.4,3.7,11.1,19,72,64,1.14,G,999.9,0,1,0,0,0
94728,2014-06-15,2014,06,15,67.7,50.3,1017.7,1012.9,10,4.0,8.0,999.9,80.1,59,0,G,999.9,0,0,0,0,0
94728,2014-06-16,2014,06,16,72.3,55.3,1019.5,1014.7,10,2.1,7.0,999.9,81,59,0,G,999.9,0,0,0,0,0
94728,2014-06-17,2014,06,17,77.7,62.1,1016.7,1011.9,9,3.4,6.0,999.9,89.1,63,0,G,999.9,0,0,0,0,0
94728,2014-06-18,2014,06,18,83.4,62.7,1011.7,1007,9.7,5.6,11.1,19,89.1,71.1,0,G,999.9,0,0,0,0,0
94728,2014-06-19,2014,06,19,74.9,62,1014.9,1010.2,10,3.0,8.0,999.9,89.1,69.1,0,G,999.9,0,1,0,0,0
94728,2014-06-20,2014,06,20,71.8,50.5,1014.9,1010.1,9.3,3.7,7.0,999.9,79,64,0.15,G,999.9,0,1,0,0,0
94728,2014-06-21,2014,06,21,70.4,46.6,1013.8,1009,10,4.7,8.9,15.9,79,62.1,0,G,999.9,0,0,0,0,0
94728,2014-06-22,2014,06,22,69.8,53.2,1014.3,1009.5,10,1.5,5.1,999.9,79,62.1,0,G,999.9,0,0,0,0,0
94728,2014-06-23,2014,06,23,71.8,54.4,1018.7,1013.9,10,2.4,8.0,999.9,81,64,0,G,999.9,0,0,0,0,0
94728,2014-06-24,2014,06,24,73.1,57.9,1019.9,1015.1,10,3.8,8.0,18.1,81,64.9,0,G,999.9,0,0,0,0,0
94728,2014-06-25,2014,06,25,75.4,65.8,1014.6,1009.9,9,5.0,8.0,17.1,84.9,68,0,G,999.9,0,1,0,0,0
94728,2014-06-26,2014,06,26,76.6,67.6,1010.5,1005.8,9,3.4,8.0,999.9,84.9,70,0.15,G,999.9,0,1,0,0,0
94728,2014-06-27,2014,06,27,75.1,60.6,1018.1,1013.2,10,3.4,9.9,999.9,82.9,69.1,0.07,G,999.9,0,0,0,0,0
94728,2014-06-28,2014,06,28,74.5,54.8,1023.9,1019.1,10,2.5,7.0,999.9,87.1,66,0,G,999.9,0,0,0,0,0
94728,2014-06-29,2014,06,29,74.4,56.2,1023.4,1018.6,10,2.1,5.1,999.9,87.1,66,0,G,999.9,0,0,0,0,0
94728,2014-06-30,2014,06,30,75.7,59.1,1018,1013.3,10,2.2,5.1,999.9,84,68,0,G,999.9,0,0,0,0,0
94728,2014-07-01,2014,07,01,79.1,66.8,1012.6,1007.9,10,3.9,7.0,14,89.1,69.1,0,G,999.9,0,0,0,0,0
94728,2014-07-02,2014,07,02,81.3,69.4,1011.3,1006.8,8.6,3.5,11.1,22,91,72,0,G,999.9,1,1,0,0,0
94728,2014-07-03,2014,07,03,77.3,71.8,1013.2,1008.7,5.8,2.0,8.0,22,91,72,1,G,999.9,1,1,0,0,0
94728,2014-07-04,2014,07,04,70.4,65.9,1014.4,1009.7,6.2,3.7,8.9,19,87.1,64.9,1.74,G,999.9,1,1,0,0,0
94728,2014-07-05,2014,07,05,71.4,49.1,1018.5,1013.7,10,6.7,9.9,19,81,63,0.14,G,999.9,0,0,0,0,0
94728,2014-07-06,2014,07,06,76,52.5,1017.4,1012.6,10,4.1,8.9,17.1,84,63,0,G,999.9,0,0,0,0,0
94728,2014-07-07,2014,07,07,79.8,61.8,1010.7,1006,9.6,4.8,8.9,15.9,90,66,0,G,999.9,0,0,0,0,0
94728,2014-07-08,2014,07,08,81.4,66.6,1008.3,1003.6,8.1,4.1,7.0,20,91,71.1,0.43,G,999.9,0,1,0,0,0
94728,2014-07-09,2014,07,09,78.8,65,1010.1,1005.4,9.8,4.9,11.1,19,86,72,0.39,G,999.9,0,1,0,0,0
94728,2014-07-10,2014,07,10,75.4,62.1,1017.2,1012.2,9.6,2.9,7.0,18.1,88,71.1,0.09,G,999.9,0,1,0,0,0
94728,2014-07-11,2014,07,11,76.8,58.4,1021.4,1016.6,10,3.5,8.0,999.9,86,72,0,G,999.9,0,0,0,0,0
94728,2014-07-12,2014,07,12,76.2,60.5,1022.6,1017.9,9.8,2.1,8.9,17.1,86,71.1,0,G,999.9,0,0,0,0,0
94728,2014-07-13,2014,07,13,75.8,65.2,1017.4,1012.7,9.3,4.3,8.0,14,82,72,0,G,999.9,0,1,0,0,0
94728,2014-07-14,2014,07,14,75.7,70.8,1011.4,1006.9,7.2,3.0,5.1,999.9,82.9,69.8,0.03,G,999.9,0,1,0,0,0
94728,2014-07-15,2014,07,15,75.3,72,1008.3,1004.2,4.4,2.8,7.0,15.9,86,72,0.46,G,999.9,1,1,0,0,0
94728,2014-07-16,2014,07,16,73.3,64.9,1009.3,1004,6.6,2.5,6.0,999.9,86,68,1.3,G,999.9,0,1,0,0,0
94728,2014-07-17,2014,07,17,73.6,54.8,1013.9,1009.1,10,3.5,7.0,999.9,81,66.9,0,G,999.9,0,0,0,0,0
94728,2014-07-18,2014,07,18,73.4,52.8,1021.6,1016.8,10,3.6,8.0,999.9,81,64,0,G,999.9,0,0,0,0,0
94728,2014-07-19,2014,07,19,72.2,51.3,1023.7,1019,10,4.5,6.0,999.9,75.9,68.5,0,G,999.9,0,0,0,0,0
94728,2014-07-20,2014,07,20,71.9,58.5,1020,1015.2,10,5.4,8.0,999.9,78.1,66.2,0,G,999.9,0,0,0,0,0
94728,2014-07-21,2014,07,21,73.9,60.3,1021.3,1016.5,9.8,1.6,4.1,999.9,84.9,64,0,G,999.9,0,0,0,0,0
94728,2014-07-22,2014,07,22,77,63.5,1020.5,1015.8,9.9,2.3,6.0,999.9,86,66.9,0,G,999.9,0,0,0,0,0
94728,2014-07-23,2014,07,23,79.7,66.9,1013.7,1009,9.8,4.8,7.0,15.9,88,71.1,0,G,999.9,0,0,0,0,0
94728,2014-07-24,2014,07,24,75.1,63.6,1010.3,1005.7,8.7,4.4,8.0,22,79,71.6,0.19,G,999.9,0,1,0,0,0
94728,2014-07-25,2014,07,25,73.7,53.4,1014.7,1010,10,3.5,8.0,999.9,82,66,0,G,999.9,0,0,0,0,0
94728,2014-07-26,2014,07,26,73.9,59.9,1015.1,1010.3,10,3.6,6.0,15,82,66,0,G,999.9,0,0,0,0,0
94728,2014-07-27,2014,07,27,77,67,1008.6,1004.1,9.1,2.9,7.0,999.9,84.9,69.1,0.01,G,999.9,0,0,0,0,0
94728,2014-07-28,2014,07,28,75.8,65.3,1001.6,996.9,9,4.6,9.9,25.1,84.9,69.1,0.2,G,999.9,0,1,0,0,0
94728,2014-07-29,2014,07,29,69.6,52.5,1009.5,1004.8,10,5.3,12.0,20,82,64,0.19,G,999.9,0,0,0,0,0
94728,2014-07-30,2014,07,30,70.8,51.2,1015.8,1011,10,2.8,6.0,999.9,80.1,63,0,G,999.9,0,0,0,0,0
94728,2014-07-31,2014,07,31,73.5,57.3,1018.3,1013.6,9.8,2.5,5.1,17.1,82,63,0,G,999.9,0,0,0,0,0
94728,2014-08-01,2014,08,01,75.5,65.2,1021.6,1016.9,7.8,3.3,7.0,14,84,68,0,G,999.9,0,0,0,0,0
94728,2014-08-02,2014,08,02,70.4,61.8,1021.3,1016.6,8,4.7,12.0,21,84,63,0.36,G,999.9,0,1,0,0,0
94728,2014-08-03,2014,08,03,69.5,62.3,1019.2,1014.4,7.5,2.2,7.0,999.9,75.9,63,0.1,G,999.9,0,1,0,0,0
94728,2014-08-04,2014,08,04,75,64.7,1017.5,1012.7,9.4,2.9,7.0,999.9,84,66,0.02,G,999.9,0,0,0,0,0
94728,2014-08-05,2014,08,05,78.6,61.8,1015.9,1011.2,10,1.4,5.1,999.9,89.1,70,0,G,999.9,0,0,0,0,0
94728,2014-08-06,2014,08,06,76.3,60.3,1011.8,1007.1,9.8,3.1,11.1,20,82.9,70,0,G,999.9,0,0,0,0,0
94728,2014-08-07,2014,08,07,74.4,52.5,1013.1,1008.4,10,3.6,8.9,19,82.9,66,0,G,999.9,0,0,0,0,0
94728,2014-08-08,2014,08,08,73.2,51.2,1017.3,1012.5,10,2.7,6.0,999.9,82.9,64.9,0,G,999.9,0,0,0,0,0
94728,2014-08-09,2014,08,09,76,52.8,1018.7,1014,10,2.5,6.0,999.9,87.1,64.9,0,G,999.9,0,0,0,0,0
94728,2014-08-10,2014,08,10,77.5,56.1,1019.5,1014.8,10,2.3,6.0,999.9,88,66,0,G,999.9,0,0,0,0,0
94728,2014-08-11,2014,08,11,77.5,56.2,1019.9,1015.1,10,2.7,7.0,999.9,88,68,0,G,999.9,0,0,0,0,0
94728,2014-08-12,2014,08,12,74.4,64.9,1017.3,1012.2,9.5,4.3,8.9,21,78.1,71.6,0,G,999.9,0,1,0,0,0
94728,2014-08-13,2014,08,13,72.5,66.3,1006.6,1002.7,7.5,4.9,9.9,21,82,68,0.7,G,999.9,0,1,0,0,0
94728,2014-08-14,2014,08,14,70.9,52.5,1010,1005.2,10,4.3,8.0,17.1,82,63,0.02,G,999.9,0,0,0,0,0
94728,2014-08-15,2014,08,15,68,48.8,1013,1008.2,10,4.8,9.9,17.1,73.9,61,0,G,999.9,0,0,0,0,0
94728,2014-08-16,2014,08,16,70.3,50.5,1015,1010.2,10,3.4,8.9,15.9,78.1,61,0,G,999.9,0,0,0,0,0
94728,2014-08-17,2014,08,17,73.6,54.5,1011.4,1006.6,10,3.4,7.0,999.9,82,63,0,G,999.9,0,0,0,0,0
94728,2014-08-18,2014,08,18,72,52.3,1011.7,1007,10,3.7,8.9,999.9,82,63,0.01,G,999.9,0,0,0,0,0
94728,2014-08-19,2014,08,19,72.2,56.5,1012.1,1007.3,9.8,3.6,6.0,999.9,82.9,63,0,G,999.9,0,0,0,0,0
94728,2014-08-20,2014,08,20,75.1,60.5,1014.8,1010,10,1.8,6.0,999.9,84,63,0,G,999.9,0,0,0,0,0
94728,2014-08-21,2014,08,21,73.9,60.3,1017,1012.2,9.7,2.8,8.0,14,84,66,0.04,G,999.9,0,1,0,0,0
